from,coord,to,coord,distance_in_miles
Pixie Hollow,"(33.812503, -117.9182845)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.1997381079189448
Pixie Hollow,"(33.812503, -117.9182845)",Minnie's House,"(33.81558355, -117.91901094992576)",0.21639149199334928
Pixie Hollow,"(33.812503, -117.9182845)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.19484274055430972
Pixie Hollow,"(33.812503, -117.9182845)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.14874263126535076
Pixie Hollow,"(33.812503, -117.9182845)",It's a Small World,"(33.8153316, -117.91738182498915)",0.20175056115519763
Pixie Hollow,"(33.812503, -117.9182845)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.06107251605918641
Pixie Hollow,"(33.812503, -117.9182845)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.06205454098601277
Pixie Hollow,"(33.812503, -117.9182845)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.08432685521153133
Pixie Hollow,"(33.812503, -117.9182845)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.10033886276020564
Pixie Hollow,"(33.812503, -117.9182845)",Alice in Wonderland,"(33.8131608, -117.918366)",0.04557862362984743
Pixie Hollow,"(33.812503, -117.9182845)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.045689326803879556
Pixie Hollow,"(33.812503, -117.9182845)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.07206413613293294
Pixie Hollow,"(33.812503, -117.9182845)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.06708293087548603
Pixie Hollow,"(33.812503, -117.9182845)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.053568617899479
Pixie Hollow,"(33.812503, -117.9182845)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.036004932192401175
Pixie Hollow,"(33.812503, -117.9182845)",Disneyland Monorail,"(33.812807, -117.9166715)",0.09513338815460297
Pixie Hollow,"(33.812503, -117.9182845)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.06763812558807655
Pixie Hollow,"(33.812503, -117.9182845)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.68991635713
Pixie Hollow,"(33.812503, -117.9182845)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.2580216066364087
Pixie Hollow,"(33.812503, -117.9182845)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.30382965053889693
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.12657626335657118
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.19809307243095622
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",The Disney Gallery,"(33.8101946, -117.9184302)",0.20321806119528596
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.2462192253247
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.1023608760826085
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2174.0873102057512
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",0.2218417918635783
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.14917185238600977
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2174.014566969777
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.2266329494037584
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.17409623165870203
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.2213857587576
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Splash Mountain,"(28.4192429, -81.58504252640626)",2173.969184811178
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.07699055785773609
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.10765970336824766
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.06606995505324091
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.1707223717253059
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.1421583324190325
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.14416093166791338
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.14864015095641728
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Minnie's House,"(33.81558355, -117.91901094992576)",0.17200429110622442
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.16694671732983693
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.09647883636202371
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",It's a Small World,"(33.8153316, -117.91738182498915)",0.18356515245069685
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.026821745527819123
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Pixie Hollow,"(33.812503, -117.9182845)",0.06205454098601277
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.06470271463581508
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.04432857175053271
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Alice in Wonderland,"(33.8131608, -117.918366)",0.04270423360670137
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.07207059136357032
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.021936919585712224
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.054499023531015156
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.016443540102554544
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.0952641429326951
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Disneyland Monorail,"(33.812807, -117.9166715)",0.1412478737134225
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.11228315433153586
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.736967253683
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.19638352844440865
Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.2444985724965176
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.18939818632909308
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.23709245514151966
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",The Disney Gallery,"(33.8101946, -117.9184302)",0.24358340857183658
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.198583992875
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.1611399687246831
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2174.03967502866
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",0.28428559539901865
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.21256382353539113
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2173.9669326728044
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.2899064123288817
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.23318035873245038
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.173746486755
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Splash Mountain,"(28.4192429, -81.58504252640626)",2173.921548500124
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.13939108859349497
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.17158985865977686
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.13016185007386172
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.23316609701644658
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.10119395688368535
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.10995257830151423
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.12432457887820364
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Minnie's House,"(33.81558355, -117.91901094992576)",0.13476550689334182
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.111110436700342
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.07970171545501256
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",It's a Small World,"(33.8153316, -117.91738182498915)",0.12204077148962156
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.03832407781055244
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Pixie Hollow,"(33.812503, -117.9182845)",0.08432685521153133
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.06470271463581508
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.055200958155881115
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Alice in Wonderland,"(33.8131608, -117.918366)",0.039319396456138175
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.05216998469473674
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.04578467476697938
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.017244262535618286
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.07730367341234291
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.09826935673237965
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Disneyland Monorail,"(33.812807, -117.9166715)",0.11204440422870891
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.08846547498971505
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.689404988331
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.2056986497639556
Storybook Land Canal Boats,"(33.8137265, -117.9182776)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.27870204389994774
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Disneyland Railroad,"(48.872951, 2.7809789)",0.3003532330428833
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Main Street Vehicles,"(48.8711858, 2.7782974)",0.2577591185594572
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Main Street Cinema,"(28.4172281, -81.5810162)",4531.692336802652
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Jungle Cruise,"(28.41794735, -81.58349665864117)",4531.766715377729
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",4531.836715151825
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Disneyland Railroad,"(48.872951, 2.7809789)",0.3003532330428833
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",4531.533674313115
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Splash Mountain,"(28.4192429, -81.58504252640626)",4531.772582356148
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Pinocchio's Daring Journey,"(48.8735117, 2.7750792)",0.04053631220833465
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Astro Orbiter,"(48.873563250000004, 2.7783838393354188)",0.17580147156435383
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Autopia,"(48.8732257, 2.7789328)",0.2053025238070068
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Star Tours – The Adventures Continue,"(48.8752196, 2.7794528638234173)",0.23741702762942937
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Space Mountain,"(48.87407195, 2.779286235777686)",0.21439519353830452
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Disneyland Railroad,"(48.872951, 2.7809789)",0.3003532330428833
Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",4533.634617070198
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.1450327851225394
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.2423770063752989
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",The Disney Gallery,"(33.8101946, -117.9184302)",0.24754125004681257
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.2537848422376
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.14357256806369598
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2174.094875877884
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",0.2573818840317865
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.18391270025265596
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2174.0221335198116
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.244744600349033
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.18312474408257215
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.228947345994
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Splash Mountain,"(28.4192429, -81.58504252640626)",2173.9767493521695
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.09649669696608679
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.1306226675467603
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.10192030228363509
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.18712840593457924
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.10078120987236434
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.10098008278875997
Casey Jr. Circus Train,"(33.8137225, -117.9192371)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.10433267121410537
